Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
3232,28923,species,Southern Black Flycatcher,Melaenornis pammelaina,1,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3233,25703,species,Cape White-eye,Zosterops virens,1,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3234,24720,species,common bulbul sp.,Pycnonotus barbatus,2,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3235,23278,species,Tawny-flanked Prinia,Prinia subflava,1,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3236,10666,species,Black-collared Barbet,Lybius torquatus,2,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3237,10535,species,Crested Barbet,Trachyphonus vaillantii,1,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3238,10103,species,Brown-hooded Kingfisher,Halcyon albiventris,2,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3239,9403,species,Speckled Mousebird,Colius striatus,5,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3240,8300,species,Black Sparrowhawk,Astur melanoleucus,1,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3241,7516,species,Hadada Ibis,Bostrychia hagedash,6,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3242,4178,species,African Palm Swift,Cypsiurus parvus,20,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3243,4136,species,Little Swift,Apus affinis,50,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3244,2071,species,棕斑鸠,Spilopelia senegalensis,2,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3245,2050,species,Red-eyed Dove,Streptopelia semitorquata,8,"15 Oyster Crescent, Umhlanga ZA-夸祖鲁/纳塔尔",ZA-NL,24 Jan 2025,L39656111,S210571022,,1
3246,8987,species,林雕鸮,Ketupa nipalensis,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210418786,,1
3247,8651,species,栗鸮,Phodilus badius,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210418786,,1
3248,27911,species,Red-winged Starling,Onychognathus morio,1,King Shaka Intl Airport,ZA-NL,23 Jan 2025,L5572894,S210386572,,1
3249,29435,species,小燕尾,Enicurus scouleri,1,"Qihao Bridge, Nyingchi CN-Xizang Zizhiqu (29.6053,95.4766)",CN-54,23 Jan 2025,L39638694,S210354370,,1
3250,29049,species,大仙鹟,Niltava grandis,1,"Qihao Bridge, Nyingchi CN-Xizang Zizhiqu (29.6053,95.4766)",CN-54,23 Jan 2025,L39638694,S210354370,,1
3251,2544,species,针尾绿鸠,Treron apicauda,17,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210347623,,1
3252,29458,species,灰背燕尾,Enicurus schistaceus,4,福州国家森林公园--八一水库 (Fuzhou NFP--Bayi Reservoir),CN-35,23 Jan 2025,L30088673,S210358112,,1
3253,29438,species,白冠燕尾,Enicurus leschenaulti,1,福州国家森林公园--八一水库 (Fuzhou NFP--Bayi Reservoir),CN-35,23 Jan 2025,L30088673,S210358112,,1
3254,30677,species,金额叶鹎,Chloropsis aurifrons,3,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210339060,,1
3255,29540,species,小斑姬鹟,Ficedula westermanni,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210339060,,1
3256,26384,species,褐脸雀鹛,Alcippe poioicephala,4,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210339060,,1
3257,24696,species,黄绿鹎,Pycnonotus flavescens,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,23 Jan 2025,L10434513,S210339060,,1
3259,27800,species,鹩哥,Gracula religiosa,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3260,24470,species,黄腹冠鹎,Alophoixus flaveolus,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3261,11983,species,红腿小隼,Microhierax caerulescens,3,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3262,11750,species,大灰啄木鸟,Mulleripicus pulverulentus,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3263,11689,species,大黄冠啄木鸟,Chrysophlegma flavinucha,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3264,11628,species,黄冠啄木鸟,Picus chlorolophus,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3265,11526,species,大金背啄木鸟,Chrysocolaptes guttacristatus,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3266,1620,species,红原鸡,Gallus gallus,1,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S210246141,,1
3267,25160,species,远东树莺,Horornis canturians,4,闽江口 (Minjiang River Estuary),CN-35,22 Jan 2025,L4813709,S210977784,,1
3268,33124,species,Dark-eyed Junco,Junco hyemalis,10,Forest Apartments,US-NC,22 Jan 2025,L35816236,S210273126,,1
3269,28126,species,Eastern Bluebird,Sialia sialis,6,Forest Apartments,US-NC,22 Jan 2025,L35816236,S210273126,,1
3270,28114,species,Northern Mockingbird,Mimus polyglottos,3,Forest Apartments,US-NC,22 Jan 2025,L35816236,S210273126,,1
3271,26889,species,White-breasted Nuthatch,Sitta carolinensis,2,Forest Apartments,US-NC,22 Jan 2025,L35816236,S210273126,,1
3272,22160,species,Tufted Titmouse,Baeolophus bicolor,1,Forest Apartments,US-NC,22 Jan 2025,L35816236,S210273126,,1
3273,21294,species,Blue Jay,Cyanocitta cristata,1,Forest Apartments,US-NC,22 Jan 2025,L35816236,S210273126,,1
3274,30667,species,蓝翅叶鹎,Chloropsis moluccensis,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S212311331,,1
3275,25520,species,栗耳凤鹛,Staphida castaniceps,7,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S212311331,,1
3276,24639,species,黑冠黄鹎,Rubigula flaviventris,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S212311331,,1
3277,19685,species,黑头黄鹂,Oriolus xanthornus,2,洪崩河--包其崩山 [洪崩河村上坡] (Hongbenghe--Baoqi Bum [Above Hongbenghe Village]),CN-53,22 Jan 2025,L10434513,S212311331,,1
3278,12079,species,猛隼,Falco severus,1,猛隼树,CN-53,22 Jan 2025,L39613758,S210218796,,1
3280,517,species,绿眉鸭,Mareca americana,1,青山湖 (Qingshan Lake),CN-33,22 Jan 2025,L10824440,S210218918,,1
3281,26589,species,栗背奇鹛,Leioptila annectens,2,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3282,26554,species,锈额斑翅鹛,Actinodura egertoni,5,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3283,26003,species,黑冠钩嘴鹛,Pomatorhinus ferruginosus,20,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3284,25490,species,黑眉鸦雀,Suthora atrosuperciliaris,2,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3285,25456,species,白胸鸦雀,Paradoxornis ruficeps,5,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3286,24946,species,栗头鹟莺,Phylloscopus castaniceps,10,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3287,24225,species,黑喉毛脚燕,Delichon nipalense,20,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3288,21418,species,蓝绿鹊,Cissa chinensis,2,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3289,19956,species,褐背鹟鵙,Hemipus picatus,2,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3290,11595,species,竹啄木鸟,Gecinulus grantia,1,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3291,11323,species,茶胸斑啄木鸟,Dendrocopos macei,1,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3292,1192,species,红胸山鹧鸪,Arborophila mandellii,1,背崩乡-格林村公路 (Beibeng-Gelin Road),CN-54,22 Jan 2025,L28190182,S210587803,,1
3293,32147,species,普通朱雀,Carpodacus erythrinus,10,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3294,26102,species,黑头穗鹛,Stachyris nigriceps,3,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3295,25943,species,金头穗鹛,Cyanoderma chrysaeum,10,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3296,24983,species,灰头柳莺,Phylloscopus xanthoschistos,1,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3297,24908,species,灰脸鹟莺,Phylloscopus poliogenys,2,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3298,24813,species,淡黄腰柳莺,Phylloscopus chloronotus,10,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3299,21457,species,黑额树鹊,Dendrocitta frontalis,1,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3300,19034,species,栗喉鵙鹛,Pteruthius melanotis,5,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3301,11111,species,白眉棕啄木鸟,Sasia ochracea,1,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3302,8564,species,喜山鵟,Buteo refectus,1,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587790,,1
3303,23216,species,黑胸山鹪莺,Prinia atrogularis,2,格林村 (Gelin Village),CN-54,21 Jan 2025,L35627830,S210587768,,1
3304,11673,species,European Green Woodpecker,Picus viridis,1,"Stourbridge playground, Cambridge",GB-ENG,21 Jan 2025,L39602839,S210158270,,1
3305,30630,species,纹背捕蛛鸟,Arachnothera magna,6,榕树王 (Rongshuwang),CN-53,21 Jan 2025,L3820289,S210173828,,1
3306,26500,species,长尾奇鹛,Heterophasia picaoides,10,榕树王 (Rongshuwang),CN-53,21 Jan 2025,L3820289,S210173828,,1
3307,24504,species,灰眼短脚鹎,Iole propinqua,3,榕树王 (Rongshuwang),CN-53,21 Jan 2025,L3820289,S210173828,,1
3308,19697,species,朱鹂,Oriolus traillii,2,榕树王 (Rongshuwang),CN-53,21 Jan 2025,L3820289,S210173828,,1
3309,13254,species,长尾阔嘴鸟,Psarisomus dalhousiae,9,榕树王 (Rongshuwang),CN-53,21 Jan 2025,L3820289,S210173828,,1
3310,731,species,斑脸海番鸭,Melanitta stejnegeri,2,012125 VESC,CN-41,21 Jan 2025,L39596258,S210122215,,1
3311,27882,species,林八哥,Acridotheres grandis,3,那邦田 (Nabang Fields),CN-53,21 Jan 2025,L2510971,S210173786,,1
3312,27863,species,红嘴椋鸟,Acridotheres burmannicus,13,那邦田 (Nabang Fields),CN-53,21 Jan 2025,L2510971,S210173786,,1
3313,27834,species,斑椋鸟,Gracupica contra,3,那邦田 (Nabang Fields),CN-53,21 Jan 2025,L2510971,S210173786,,1
3314,24209,species,线尾燕,Hirundo smithii,2,那邦田 (Nabang Fields),CN-53,21 Jan 2025,L2510971,S210173786,,1
3315,18599,species,短嘴山椒鸟,Pericrocotus brevirostris,5,那邦田 (Nabang Fields),CN-53,21 Jan 2025,L2510971,S210173786,,1
3316,9811,species,绿喉蜂虎,Merops orientalis,2,那邦田 (Nabang Fields),CN-53,21 Jan 2025,L2510971,S210173786,,1
3317,32664,species,铁爪鹀,Calcarius lapponicus,200,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),CN-31,21 Jan 2025,L2080562,S210135026,,1
3318,29533,species,橙胸姬鹟,Ficedula strophiata,1,仁青崩寺 (Rinchenpung Monastery),CN-54,21 Jan 2025,L28231524,S210587745,,1
3319,26880,species,红翅旋壁雀,Tichodroma muraria,1,仁青崩寺 (Rinchenpung Monastery),CN-54,21 Jan 2025,L28231524,S210587745,,1
3320,26426,species,斑胁姬鹛,Cutia nipalensis,8,仁青崩寺 (Rinchenpung Monastery),CN-54,21 Jan 2025,L28231524,S210587745,,1
3321,26177,species,栗头雀鹛,Schoeniparus castaneceps,10,仁青崩寺 (Rinchenpung Monastery),CN-54,21 Jan 2025,L28231524,S210587745,,1
3322,25544,species,棕臀凤鹛,Yuhina occipitalis,20,仁青崩寺 (Rinchenpung Monastery),CN-54,21 Jan 2025,L28231524,S210587745,,1
3323,5602,species,棕背田鸡,Zapornia bicolor,3,仁青崩寺 (Rinchenpung Monastery),CN-54,21 Jan 2025,L28231524,S210587745,,1
3324,7800,species,白鹈鹕,Pelecanus onocrotalus,1,温州湾永强海滨 (Wenzhou Bay--Yongqiang Coast),CN-33,21 Jan 2025,L4285160,S210156933,,1
3325,33350,species,California Towhee,Melozone crissalis,2,Penitencia Creek Park,US-CA,20 Jan 2025,L4972400,S210218482,,1
3326,33196,species,Golden-crowned Sparrow,Zonotrichia atricapilla,1,Penitencia Creek Park,US-CA,20 Jan 2025,L4972400,S210218482,,1
3327,6855,species,Pied-billed Grebe,Podilymbus podiceps,2,Penitencia Creek Park,US-CA,20 Jan 2025,L4972400,S210218482,,1
3328,6591,species,California Gull,Larus californicus,2,Penitencia Creek Park,US-CA,20 Jan 2025,L4972400,S210218482,,1
3329,5500,species,American Coot,Fulica americana,8,Penitencia Creek Park,US-CA,20 Jan 2025,L4972400,S210218482,,1
3330,2412,species,Mourning Dove,Zenaida macroura,4,Penitencia Creek Park,US-CA,20 Jan 2025,L4972400,S210218482,,1
3332,21054,species,红尾伯劳,Lanius cristatus,1,大盈江 (Daying River),CN-53,20 Jan 2025,L5920425,S210173732,,1
3333,6345,species,灰燕鸻,Glareola lactea,11,大盈江 (Daying River),CN-53,20 Jan 2025,L5920425,S210173732,,1
3334,30510,species,黑胸太阳鸟,Aethopyga saturata,5,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3335,27057,species,褐喉旋木雀,Certhia discolor,1,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3336,25538,species,白项凤鹛,Yuhina bakeri,10,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3337,25527,species,黑额凤鹛,Yuhina nigrimenta,1,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3338,19017,species,红翅鵙鹛,Pteruthius aeralatus,5,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3339,11517,species,黄嘴栗啄木鸟,Blythipicus pyrrhotis,1,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3340,8135,species,松雀鹰,Tachyspiza virgata,1,"Linduoda Guaiwan, Nyingchi CN-Xizang Zizhiqu (29.4635,95.4454)",CN-54,20 Jan 2025,L39580077,S210587684,,1
3341,7386,species,黑颈鸬鹚,Microcarbo niger,1,香额湖 (Xiang'e Lake),CN-53,20 Jan 2025,L13803432,S210173691,,1
3342,6004,species,铜翅水雉,Metopidius indicus,1,香额湖 (Xiang'e Lake),CN-53,20 Jan 2025,L13803432,S210173691,,1
3343,540,species,印缅斑嘴鸭,Anas poecilorhyncha,3,香额湖 (Xiang'e Lake),CN-53,20 Jan 2025,L13803432,S210173691,,1
3344,6730,species,黄嘴河燕鸥,Sterna aurantia,2,"G556(腾陇公路), 德宏傣族景颇族自治州, 云南省, CN (24.69, 97.992)",CN-53,20 Jan 2025,L39572591,S210173666,,1
3345,28594,species,白颈鸫,Turdus albocinctus,3,"Medog, Nyingchi CN-Xizang Zizhiqu (29.6535,95.4909)",CN-54,20 Jan 2025,L39579939,S210587665,,1
3346,30528,species,绿喉太阳鸟,Aethopyga nipalensis,3,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3347,29488,species,白眉林鸲,Tarsiger indicus,5,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3348,29487,species,棕腹林鸲,Tarsiger hyperythrus,2,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3349,29448,species,斑背燕尾,Enicurus maculatus,1,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3350,27648,species,丽星鹩鹛,Elachura formosa,1,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3351,26956,species,白尾䴓,Sitta himalayensis,5,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3352,26833,species,灰胁噪鹛,Pterorhinus caerulatus,10,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3353,26527,species,纹胸斑翅鹛,Actinodura waldeni,5,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3354,26473,species,红头噪鹛,Trochalopteron erythrocephalum,10,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3355,26435,species,纯色噪鹛,Trochalopteron subunicolor,5,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3356,26420,species,条纹噪鹛,Grammatoptila striata,10,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3357,26118,species,黑胸楔嘴穗鹛 (黑胸楔嘴鹩鹛),Stachyris humei,5,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3358,26020,species,剑嘴鹛,Pomatorhinus superciliaris,3,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3359,25127,species,黑脸鹟莺,Abroscopus schisticeps,2,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3360,23981,species,鳞胸鹪鹛,Pnoepyga albiventer,1,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3361,21940,species,黄眉林雀,Sylviparus modestus,10,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3362,21403,species,黄嘴蓝鹊,Urocissa flavirostris,6,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3363,21339,species,松鸦,Garrulus glandarius,1,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3364,19027,species,淡绿鵙鹛,Pteruthius xanthochlorus,15,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3365,11346,species,黄颈啄木鸟,Dendrocopos darjellensis,1,扎墨公路80K (ZhaMo Highway 80K),CN-54,20 Jan 2025,L17622498,S210587633,,1
3366,27881,species,白领八哥,Acridotheres albocinctus,11,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3367,24754,species,黑喉红臀鹎,Pycnonotus cafer,4,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3368,23233,species,灰胸山鹪莺,Prinia hodgsonii,1,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3369,20470,species,古铜色卷尾,Dicrurus aeneus,1,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3370,20011,species,黑翅雀鹎,Aegithina tiphia,1,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3371,12343,species,亚历山大鹦鹉,Psittacula eupatria,5,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3372,10776,species,蓝喉拟啄木鸟,Psilopogon asiaticus,1,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3373,7906,species,凤头蜂鹰,Pernis ptilorhynchus,1,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3374,3365,species,八声杜鹃,Cacomantis merulinus,1,盈江湿地公园 (Yingjiang Wetland Park),CN-53,20 Jan 2025,L13803456,S209996925,,1
3375,8623,species,仓鸮,Tyto javanica,1,"花园商业街, 德宏傣族景颇族自治州, 云南省, CN (24.708, 97.935)",CN-53,19 Jan 2025,L39549313,S209926235,,1
3376,25539,species,纹喉凤鹛,Yuhina gularis,10,"Bakacun, Nyingchi CN-Xizang Zizhiqu (29.8735,95.5514)",CN-54,19 Jan 2025,L39579689,S210587603,,1
3377,25246,species,棕额长尾山雀/缅甸长尾山雀/黑眉长尾山雀,Aegithalos iouschistos,5,"Bakacun, Nyingchi CN-Xizang Zizhiqu (29.8735,95.5514)",CN-54,19 Jan 2025,L39579689,S210587603,,1
3378,29677,species,黑喉石䳭,Saxicola maurus,3,岳家寨,CN-53,19 Jan 2025,L39543991,S209926151,,1
3379,24047,species,灰喉沙燕 (褐喉沙燕),Riparia chinensis,11,岳家寨,CN-53,19 Jan 2025,L39543991,S209926151,,1
3380,5862,species,距翅麦鸡,Vanellus duvaucelii,2,岳家寨,CN-53,19 Jan 2025,L39543991,S209926151,,1
3381,5784,species,鹮嘴鹬,Ibidorhyncha struthersii,1,岳家寨,CN-53,19 Jan 2025,L39543991,S209926151,,1
3382,32207,species,红眉松雀,Carpodacus subhimachalus,2,"Layuecun, Nyingchi CN-Xizang Zizhiqu (29.9852,94.8658)",CN-54,19 Jan 2025,L39579610,S210587575,,1
3383,26463,species,灰腹噪鹛,Trochalopteron henrici,10,"Layuecun, Nyingchi CN-Xizang Zizhiqu (29.9852,94.8658)",CN-54,19 Jan 2025,L39579610,S210587575,,1
3384,26455,species,黑顶噪鹛,Trochalopteron affine,2,"Layuecun, Nyingchi CN-Xizang Zizhiqu (29.9852,94.8658)",CN-54,19 Jan 2025,L39579610,S210587575,,1
3385,311,species,Pink-footed Goose,Anser brachyrhynchus,1,Goose Green,GB-SCT,19 Jan 2025,L5425630,S290962643,,1
3386,29483,species,蓝眉林鸲,Tarsiger rufilatus,1,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209926088,,1
3387,26547,species,斑喉希鹛,Actinodura strigula,3,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209926088,,1
3388,26467,species,赤尾噪鹛,Trochalopteron milnei,5,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209926088,,1
3389,26400,species,白眶雀鹛,Alcippe nipalensis,3,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209926088,,1
3390,31870,species,红喉鹨,Anthus cervinus,2,白鹤洲 (Baihezhou),CN-36,19 Jan 2025,L29368353,S209848551,,1
3391,29613,species,白喉红尾鸲,Phoenicurus schisticeps,1,"318 National Road, Nyingchi CN-Xizang Zizhiqu (29.6107,94.6955)",CN-54,19 Jan 2025,L39658603,S210587551,,1
3392,6869,species,赤颈䴙䴘,Podiceps grisegena,1,Ferny Ness,GB-SCT,19 Jan 2025,L2834238,S290961750,,1
3393,736,species,普通海番鸭,Melanitta nigra,1,Ferny Ness,GB-SCT,19 Jan 2025,L2834238,S290961750,,1
3394,31495,species,棕胸岩鹨,Prunella strophiata,5,"Gongbu Park, Nyingchi CN-Xizang Zizhiqu (29.6400,94.3682)",CN-54,19 Jan 2025,L39538456,S210587512,,1
3395,32472,species,赤胸朱顶雀,Linaria cannabina,2,Musselburgh (General),GB-SCT,19 Jan 2025,L1175673,S290961752,,1
3396,7418,species,European Shag,Gulosus aristotelis,15,Musselburgh (General),GB-SCT,19 Jan 2025,L1175673,S290961752,,1
3397,6412,species,Razorbill,Alca torda,2,Musselburgh (General),GB-SCT,19 Jan 2025,L1175673,S290961752,,1
3398,6379,species,Atlantic Puffin,Fratercula arctica,1,Musselburgh (General),GB-SCT,19 Jan 2025,L1175673,S290961752,,1
3400,31564,species,山麻雀,Passer cinnamomeus,5,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209925999,,1
3401,29729,species,灰林䳭,Saxicola ferreus,2,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209925999,,1
3402,29637,species,栗腹矶鸫,Monticola rufiventris,3,姜家寨 (Jiangjiazhai),CN-53,19 Jan 2025,L13838727,S209925999,,1
